case_id,medicine_name,medicine_criticality,cold_chain_required,supplier_id,destination_facility,supplier_on_time_rate,supplier_fill_rate,lead_time_days,lead_time_variability,route_delay_days,weather_risk_score,demand_spike_factor,current_stock_days,warehouse_utilization,safety_stock_gap,disruption_within_7d
C692,ORS,3,0,S6,PHC Alwar,0.82,0.79,7,2.31,0.0,2,1.11,23,76,0,0
C693,ORS,3,0,S8,District Hospital Jodhpur,0.882,0.79,6,5.88,0.67,9,0.75,5,62,3,0
C694,Insulin,5,1,S6,PHC Sikar,0.778,0.59,4,2.36,3.7,3,0.69,15,64,0,1
C695,Oxytocin,5,0,S9,Medical College Kota,0.671,0.828,2,4.16,1.86,0,1.23,24,98,0,1
C696,Pentavalent Vaccine,5,1,S9,District Hospital Jodhpur,0.95,0.898,4,1.08,0.77,6,1.17,13,80,0,0
C697,Rabies Vaccine,5,1,S7,CHC Udaipur,0.924,0.589,4,1.83,0.0,7,1.33,22,82,0,1
C698,Pentavalent Vaccine,5,1,S6,District Hospital Ajmer,0.961,0.874,5,2.37,3.18,6,1.27,8,86,0,0
C699,Iron Folic Acid,2,0,S4,Medical College Kota,0.831,0.867,6,0.62,1.88,8,1.05,22,65,0,1
C700,Anti-snake Venom,5,1,S6,District Hospital Ajmer,0.949,0.829,9,1.23,0.0,1,0.79,11,56,0,0
C701,Oxytocin,5,0,S9,District Hospital Ajmer,0.81,0.94,6,2.44,0.0,6,0.91,10,97,0,0
C702,Anti-snake Venom,5,1,S4,District Hospital Ajmer,0.68,0.967,8,4.64,1.11,10,0.72,9,86,0,0
C703,Adrenaline Injection,5,0,S4,District Hospital Ajmer,0.946,0.852,9,2.16,1.85,7,0.63,6,65,2,1
C704,Pentavalent Vaccine,5,1,S1,District Hospital Ajmer,0.99,0.663,5,3.8,2.61,4,1.18,20,58,0,1
C705,Paracetamol Injection,3,0,S4,PHC Sikar,0.766,0.838,5,2.32,3.16,8,0.97,4,51,4,1
C706,Amoxicillin,4,0,S5,CHC Udaipur,0.892,0.765,6,3.28,0.0,1,0.76,19,52,0,1
C707,Insulin,5,1,S1,PHC Alwar,0.865,0.811,10,5.6,1.78,2,1.15,24,80,0,0
C708,Anti-snake Venom,5,1,S5,District Hospital Jaipur,0.741,0.889,4,0.0,1.5,9,0.96,23,79,0,0
C709,Adrenaline Injection,5,0,S9,District Hospital Jodhpur,0.738,0.881,9,3.81,2.08,6,0.91,8,87,0,1
C710,Anti-snake Venom,5,1,S5,District Hospital Ajmer,0.776,0.98,5,2.51,2.29,8,1.17,7,57,1,1
C711,Iron Folic Acid,2,0,S6,District Hospital Ajmer,0.809,0.815,4,3.31,2.5,9,1.35,24,62,0,0
C712,ORS,3,0,S9,District Hospital Jaipur,0.822,0.665,8,2.45,0.0,4,1.57,11,93,0,0
C713,Adrenaline Injection,5,0,S2,CHC Bikaner,0.704,0.589,5,1.8,0.77,1,0.5,21,100,0,0
C714,Iron Folic Acid,2,0,S3,CHC Udaipur,0.642,0.908,3,0.96,1.49,1,0.61,3,56,5,0
C715,Iron Folic Acid,2,0,S3,Medical College Kota,0.783,0.753,8,3.08,0.0,5,0.73,22,71,0,0
C716,Pentavalent Vaccine,5,1,S2,District Hospital Jaipur,0.99,1.0,3,1.22,1.52,0,0.89,3,56,5,0
C717,ORS,3,0,S3,District Hospital Jaipur,0.686,0.785,7,3.07,1.92,5,1.05,2,93,6,1
C718,Iron Folic Acid,2,0,S5,PHC Sikar,0.785,1.0,6,2.89,3.58,0,1.37,12,93,0,1
C719,Salbutamol,4,0,S1,Medical College Kota,0.895,0.746,9,2.57,4.02,3,1.07,2,92,6,1
C720,Oxytocin,5,0,S3,PHC Alwar,0.815,0.765,4,1.34,1.66,3,0.88,3,54,5,1
C721,Ceftriaxone,4,0,S2,Medical College Kota,0.745,0.784,7,1.88,2.47,7,0.81,7,96,1,1
C722,Adrenaline Injection,5,0,S9,Medical College Kota,0.99,0.902,2,1.8,3.1,6,1.03,22,71,0,0
C723,Pentavalent Vaccine,5,1,S6,District Hospital Ajmer,0.728,0.828,9,1.5,3.69,3,0.68,19,96,0,1
C724,Oxytocin,5,0,S10,PHC Sikar,0.761,0.852,11,2.4,2.28,3,0.75,20,97,0,0
C725,ORS,3,0,S2,District Hospital Jaipur,0.876,0.8,9,1.13,0.75,5,1.31,22,63,0,1
C726,Paracetamol Injection,3,0,S2,Medical College Kota,0.878,0.963,8,4.95,0.73,0,1.34,1,93,7,1
C727,ORS,3,0,S7,District Hospital Jodhpur,0.632,0.836,9,4.01,0.0,5,1.1,19,61,0,0
C728,Rabies Vaccine,5,1,S2,PHC Alwar,0.958,0.736,6,4.12,2.6,8,1.22,20,62,0,0
C729,Salbutamol,4,0,S2,District Hospital Jodhpur,0.797,0.837,11,1.37,5.0,4,1.01,13,66,0,0
C730,Adrenaline Injection,5,0,S8,PHC Alwar,0.734,1.0,10,0.45,0.0,9,0.9,8,95,0,1
C731,Anti-snake Venom,5,1,S5,PHC Alwar,0.793,0.72,8,4.57,3.08,1,0.61,13,63,0,1
C732,Iron Folic Acid,2,0,S9,District Hospital Jaipur,0.642,0.87,11,3.77,0.0,3,0.52,2,76,6,1
C733,Adrenaline Injection,5,0,S7,Medical College Kota,0.77,0.776,2,3.57,1.08,10,0.99,16,63,0,1
C734,Paracetamol Injection,3,0,S9,CHC Udaipur,0.807,0.904,11,2.99,4.19,8,1.23,5,74,3,1
C735,Rabies Vaccine,5,1,S1,CHC Bikaner,0.681,0.892,8,1.3,0.97,3,0.81,6,99,2,1
C736,Paracetamol Injection,3,0,S8,District Hospital Ajmer,0.857,0.757,5,4.65,3.31,5,0.89,23,89,0,0
C737,Ceftriaxone,4,0,S6,District Hospital Ajmer,0.624,0.916,8,2.52,1.33,4,0.5,10,72,0,1
C738,Anti-snake Venom,5,1,S9,PHC Sikar,0.857,0.863,2,2.11,4.26,5,1.21,22,92,0,0
C739,ORS,3,0,S1,CHC Udaipur,0.804,0.781,10,4.03,3.95,6,0.52,9,74,0,1
C740,Iron Folic Acid,2,0,S3,Medical College Kota,0.731,0.873,4,5.46,0.1,3,0.77,23,77,0,0
C741,Adrenaline Injection,5,0,S5,District Hospital Ajmer,0.756,0.984,5,5.15,1.86,8,1.07,16,98,0,0
C742,Salbutamol,4,0,S5,PHC Alwar,0.957,1.0,2,1.7,1.1,10,0.96,6,82,2,0
C743,Ceftriaxone,4,0,S7,CHC Bikaner,0.896,0.821,8,1.09,1.64,10,1.38,6,56,2,0
C744,Pentavalent Vaccine,5,1,S2,Medical College Kota,0.578,0.77,10,4.59,1.53,1,0.85,16,66,0,0
C745,Adrenaline Injection,5,0,S10,District Hospital Jaipur,0.768,0.776,7,0.0,0.0,8,0.97,4,75,4,1
C746,Iron Folic Acid,2,0,S7,PHC Sikar,0.774,0.853,8,2.22,0.0,5,0.52,23,95,0,0
C747,Pentavalent Vaccine,5,1,S5,District Hospital Jodhpur,0.757,0.995,9,0.02,1.07,10,0.84,22,100,0,0
C748,Pentavalent Vaccine,5,1,S2,District Hospital Jodhpur,0.99,0.799,2,2.55,0.41,1,0.61,3,50,5,1
C749,Oxytocin,5,0,S9,District Hospital Ajmer,0.862,0.901,4,0.72,5.08,1,1.08,8,96,0,0
C750,ORS,3,0,S9,PHC Sikar,0.717,0.868,3,4.54,3.97,2,1.13,7,91,1,1
C751,Amoxicillin,4,0,S8,District Hospital Jaipur,0.783,0.996,10,2.8,1.68,6,1.36,12,68,0,0
C752,Pentavalent Vaccine,5,1,S2,District Hospital Ajmer,0.99,1.0,2,1.86,2.07,10,1.2,24,69,0,0
C753,ORS,3,0,S5,Medical College Kota,0.611,0.876,2,2.32,4.09,10,0.52,10,54,0,0
C754,Oxytocin,5,0,S8,CHC Udaipur,0.99,0.683,10,0.87,0.42,1,1.19,10,69,0,0
C755,Adrenaline Injection,5,0,S10,PHC Alwar,0.99,0.968,6,1.07,1.75,2,0.61,3,78,5,0
C756,Anti-snake Venom,5,1,S8,District Hospital Jaipur,0.74,0.82,6,1.56,3.97,4,1.58,15,100,0,0
C757,Ceftriaxone,4,0,S1,District Hospital Jaipur,0.708,0.838,2,1.8,5.07,7,1.25,15,56,0,1
C758,Paracetamol Injection,3,0,S3,District Hospital Jaipur,0.99,0.86,7,1.28,2.2,4,1.48,10,90,0,0
C759,Ceftriaxone,4,0,S3,District Hospital Jodhpur,0.62,0.948,4,3.81,5.87,7,0.93,11,61,0,1
C760,Adrenaline Injection,5,0,S9,District Hospital Jaipur,0.975,0.755,8,2.4,4.54,10,0.88,8,55,0,0
C761,Adrenaline Injection,5,0,S5,Medical College Kota,0.97,0.754,4,0.79,1.58,1,0.53,5,70,3,0
C762,Anti-snake Venom,5,1,S8,Medical College Kota,0.793,0.727,4,3.56,0.23,10,1.45,8,87,0,0
C763,Anti-snake Venom,5,1,S3,CHC Bikaner,0.958,0.909,4,0.92,0.0,9,0.65,5,56,3,0
C764,Pentavalent Vaccine,5,1,S5,District Hospital Jodhpur,0.686,0.735,9,1.03,1.56,4,1.34,16,97,0,0
C765,ORS,3,0,S4,Medical College Kota,0.99,0.802,3,6.91,2.8,1,0.5,22,54,0,1
C766,Rabies Vaccine,5,1,S3,District Hospital Jodhpur,0.99,0.793,9,3.72,1.43,5,1.56,17,56,0,0
C767,Oxytocin,5,0,S6,District Hospital Jodhpur,0.712,1.0,5,2.24,6.02,0,0.95,20,67,0,1
C768,Amoxicillin,4,0,S5,CHC Bikaner,0.877,0.781,7,2.4,0.9,5,1.13,8,64,0,0
C769,Insulin,5,1,S9,District Hospital Ajmer,0.887,0.738,6,5.0,2.89,10,1.16,9,52,0,1
C770,Anti-snake Venom,5,1,S4,District Hospital Jodhpur,0.99,0.897,4,3.85,0.94,6,0.72,1,75,7,0
C771,Iron Folic Acid,2,0,S9,Medical College Kota,0.672,0.893,11,2.82,5.04,2,1.63,24,68,0,1
C772,Amoxicillin,4,0,S5,District Hospital Jodhpur,0.868,0.757,8,5.64,2.97,10,0.63,18,94,0,1
C773,Insulin,5,1,S3,PHC Sikar,0.759,0.873,8,2.16,2.22,9,0.81,5,80,3,0
C774,Anti-snake Venom,5,1,S8,CHC Udaipur,0.795,0.957,7,1.33,0.0,2,0.5,10,52,0,0
C775,Adrenaline Injection,5,0,S1,PHC Alwar,0.781,0.743,2,0.39,1.79,5,1.09,20,98,0,0
C776,Pentavalent Vaccine,5,1,S3,CHC Bikaner,0.758,0.88,8,0.0,1.66,0,1.28,13,79,0,0
C777,Adrenaline Injection,5,0,S5,Medical College Kota,0.738,0.869,6,1.81,2.36,8,1.18,20,97,0,0
C778,Rabies Vaccine,5,1,S6,CHC Bikaner,0.629,0.825,5,2.76,1.56,9,0.94,18,63,0,0
C779,ORS,3,0,S8,District Hospital Jodhpur,0.761,0.688,9,1.87,2.62,8,0.81,1,80,7,1
C780,Iron Folic Acid,2,0,S5,Medical College Kota,0.928,0.85,5,5.1,3.08,3,0.66,5,94,3,0
C781,Rabies Vaccine,5,1,S5,District Hospital Jodhpur,0.922,0.693,6,1.66,0.94,2,1.29,13,97,0,1
C782,Pentavalent Vaccine,5,1,S1,CHC Udaipur,0.639,0.862,9,0.0,0.0,10,1.19,5,98,3,0
C783,Amoxicillin,4,0,S7,CHC Udaipur,0.83,0.711,3,3.44,1.61,6,0.77,11,62,0,0
C784,Amoxicillin,4,0,S1,District Hospital Jaipur,0.836,0.79,3,1.35,0.0,9,1.23,13,93,0,1
C785,Anti-snake Venom,5,1,S6,District Hospital Ajmer,0.752,0.642,3,4.02,0.77,0,1.71,9,88,0,0
C786,Ceftriaxone,4,0,S4,District Hospital Jodhpur,0.713,0.954,3,1.46,1.29,6,0.82,22,75,0,0
C787,Paracetamol Injection,3,0,S3,PHC Alwar,0.699,0.986,3,4.59,3.87,0,1.0,5,99,3,0
C788,ORS,3,0,S8,District Hospital Jaipur,0.702,0.894,11,5.38,3.04,7,1.09,1,64,7,1
C789,Anti-snake Venom,5,1,S7,CHC Bikaner,0.898,0.759,7,4.38,0.0,0,0.77,21,65,0,0
C790,Salbutamol,4,0,S5,District Hospital Ajmer,0.763,0.824,7,0.66,2.77,1,1.41,8,55,0,0
C791,Insulin,5,1,S6,District Hospital Ajmer,0.99,0.87,7,2.69,0.83,4,0.78,8,98,0,0
C792,Oxytocin,5,0,S7,PHC Sikar,0.765,0.756,11,4.03,0.0,4,1.21,15,100,0,0
C793,Oxytocin,5,0,S3,District Hospital Jodhpur,0.934,0.691,7,0.81,3.36,6,1.3,6,62,2,0
C794,Paracetamol Injection,3,0,S2,PHC Sikar,0.743,0.884,11,0.0,1.53,1,0.68,21,84,0,0
C795,Pentavalent Vaccine,5,1,S5,District Hospital Ajmer,0.724,0.81,11,3.22,1.91,9,0.95,9,59,0,1
C796,Ceftriaxone,4,0,S9,District Hospital Jodhpur,0.853,0.967,2,1.22,3.24,2,1.25,6,94,2,1
C797,Anti-snake Venom,5,1,S10,CHC Udaipur,0.99,0.677,8,0.0,1.01,0,0.5,15,52,0,0
C798,Paracetamol Injection,3,0,S1,PHC Sikar,0.698,0.655,3,0.73,0.22,2,1.23,8,53,0,1
C799,Anti-snake Venom,5,1,S1,District Hospital Jodhpur,0.748,0.802,5,3.84,2.66,5,1.0,14,67,0,0
C800,Insulin,5,1,S6,District Hospital Jodhpur,0.955,0.849,6,0.18,1.85,9,0.77,18,97,0,1
C801,Oxytocin,5,0,S10,Medical College Kota,0.76,0.914,7,2.31,0.0,10,0.93,5,55,3,0
C802,Pentavalent Vaccine,5,1,S5,District Hospital Jaipur,0.99,0.963,9,0.39,0.0,8,0.5,21,65,0,0
C803,Rabies Vaccine,5,1,S9,PHC Alwar,0.872,0.96,3,4.86,1.41,3,1.19,23,58,0,1
C804,Salbutamol,4,0,S2,PHC Sikar,0.841,0.918,7,0.66,0.03,7,1.31,18,98,0,0
C805,Salbutamol,4,0,S5,PHC Sikar,0.863,1.0,3,2.75,1.52,4,0.68,5,93,3,0
C806,ORS,3,0,S9,Medical College Kota,0.795,0.887,6,1.45,1.52,0,0.5,9,69,0,0
C807,Amoxicillin,4,0,S9,CHC Udaipur,0.904,0.9,10,1.24,0.78,0,0.78,4,99,4,1
C808,ORS,3,0,S9,CHC Bikaner,0.892,0.753,5,1.21,1.16,10,1.02,10,86,0,0
C809,Adrenaline Injection,5,0,S9,PHC Sikar,0.606,0.861,11,2.39,3.53,2,0.5,1,97,7,1
C810,Pentavalent Vaccine,5,1,S1,District Hospital Ajmer,0.986,0.942,4,1.13,0.72,9,1.47,21,61,0,1
C811,Oxytocin,5,0,S1,District Hospital Jaipur,0.965,0.684,3,5.07,1.86,5,0.98,13,55,0,0
C812,Salbutamol,4,0,S1,District Hospital Jodhpur,0.952,0.726,9,2.02,0.23,8,1.22,19,87,0,0
C813,Amoxicillin,4,0,S7,District Hospital Jaipur,0.99,0.819,9,0.0,4.19,1,1.18,16,89,0,1
C814,Iron Folic Acid,2,0,S4,PHC Alwar,0.828,0.802,9,1.16,2.58,3,1.3,16,62,0,0
C815,Salbutamol,4,0,S10,Medical College Kota,0.869,0.921,10,0.98,0.84,4,0.93,3,65,5,0
C816,Paracetamol Injection,3,0,S7,District Hospital Jaipur,0.887,0.896,10,1.7,0.67,0,0.76,15,99,0,0
C817,Oxytocin,5,0,S1,District Hospital Jodhpur,0.99,0.896,4,5.27,3.28,0,0.77,13,65,0,1
C818,Insulin,5,1,S8,District Hospital Jodhpur,0.781,0.734,9,3.95,0.0,1,0.69,2,96,6,0
C819,Ceftriaxone,4,0,S10,Medical College Kota,0.788,0.999,11,3.79,2.65,8,1.17,17,76,0,0
C820,Amoxicillin,4,0,S8,CHC Udaipur,0.647,0.994,3,1.34,2.04,4,0.84,18,60,0,0
C821,Anti-snake Venom,5,1,S2,PHC Alwar,0.809,0.791,5,0.0,0.35,5,1.05,4,73,4,0
C822,Adrenaline Injection,5,0,S6,PHC Alwar,0.877,0.872,4,3.28,0.0,6,0.65,3,79,5,1
C823,Rabies Vaccine,5,1,S1,District Hospital Jaipur,0.875,0.783,10,0.49,0.63,6,0.74,16,63,0,1
C824,Ceftriaxone,4,0,S9,CHC Udaipur,0.888,0.986,10,3.53,2.1,7,1.2,14,83,0,0
C825,Anti-snake Venom,5,1,S8,CHC Udaipur,0.583,1.0,11,1.47,2.34,8,1.21,22,81,0,1
C826,Insulin,5,1,S2,District Hospital Ajmer,0.624,0.795,5,0.98,0.0,0,1.05,12,50,0,0
C827,Iron Folic Acid,2,0,S8,PHC Sikar,0.66,0.919,4,2.58,1.17,8,0.94,5,86,3,0
C828,ORS,3,0,S2,CHC Bikaner,0.983,1.0,3,2.07,1.64,1,1.3,23,99,0,0
C829,Rabies Vaccine,5,1,S4,District Hospital Ajmer,0.873,0.887,8,0.38,3.26,5,1.02,2,76,6,1
C830,Insulin,5,1,S2,CHC Bikaner,0.69,0.954,7,3.66,4.21,1,1.27,20,100,0,1
C831,Paracetamol Injection,3,0,S7,Medical College Kota,0.797,0.643,5,4.51,0.0,0,0.62,18,72,0,0
C832,Pentavalent Vaccine,5,1,S9,CHC Udaipur,0.71,0.761,5,3.58,5.04,1,1.16,1,95,7,1
C833,Ceftriaxone,4,0,S7,PHC Alwar,0.71,0.858,8,4.27,2.96,10,1.08,2,82,6,1
C834,Rabies Vaccine,5,1,S8,PHC Sikar,0.778,0.981,7,2.46,0.0,1,1.68,24,90,0,0
C835,Salbutamol,4,0,S4,Medical College Kota,0.924,1.0,9,0.84,0.0,7,0.94,20,63,0,1
C836,Amoxicillin,4,0,S8,District Hospital Jaipur,0.906,0.853,8,4.32,0.06,3,0.67,24,57,0,0
C837,Adrenaline Injection,5,0,S6,District Hospital Jodhpur,0.693,0.841,4,5.68,3.26,2,1.26,17,64,0,1
C838,Paracetamol Injection,3,0,S6,District Hospital Jaipur,0.796,0.746,10,2.59,0.0,2,0.71,21,64,0,0
C839,Iron Folic Acid,2,0,S8,CHC Udaipur,0.93,0.976,8,0.05,1.95,5,0.97,19,96,0,1
C840,Salbutamol,4,0,S9,District Hospital Ajmer,0.99,0.716,5,3.92,0.45,4,1.09,11,70,0,0
C841,Pentavalent Vaccine,5,1,S3,CHC Bikaner,0.665,0.868,5,2.15,3.53,3,1.21,7,96,1,1
C842,Oxytocin,5,0,S4,PHC Alwar,0.745,0.904,8,3.79,3.06,6,1.05,6,86,2,0
C843,Amoxicillin,4,0,S7,CHC Bikaner,0.99,0.9,3,1.57,0.07,3,1.47,15,84,0,1
C844,Adrenaline Injection,5,0,S3,District Hospital Ajmer,0.609,0.957,8,1.76,0.0,10,1.08,4,68,4,1
C845,Salbutamol,4,0,S4,CHC Bikaner,0.899,0.845,3,3.07,1.05,10,0.76,13,56,0,0
C846,Insulin,5,1,S6,Medical College Kota,0.716,0.856,10,1.62,1.22,10,0.83,10,68,0,1
C847,Oxytocin,5,0,S9,PHC Sikar,0.831,0.808,2,1.83,3.41,9,1.0,20,74,0,0
C848,Salbutamol,4,0,S8,District Hospital Ajmer,0.831,0.815,7,2.76,1.85,5,1.34,2,84,6,1
C849,Insulin,5,1,S6,CHC Udaipur,0.796,0.877,7,2.82,0.75,8,0.94,13,75,0,0
C850,Amoxicillin,4,0,S9,District Hospital Jaipur,0.854,0.888,3,5.25,0.04,0,1.04,23,62,0,0
C851,Insulin,5,1,S1,CHC Udaipur,0.744,0.787,11,1.62,3.16,3,1.14,13,73,0,1
C852,Ceftriaxone,4,0,S9,CHC Bikaner,0.902,0.788,11,0.13,0.0,9,1.07,4,98,4,1
C853,Paracetamol Injection,3,0,S10,District Hospital Jodhpur,0.608,1.0,5,1.53,0.0,7,0.5,5,87,3,0
C854,Paracetamol Injection,3,0,S6,CHC Udaipur,0.782,0.948,9,2.96,0.0,9,0.63,14,85,0,0
C855,Adrenaline Injection,5,0,S5,Medical College Kota,0.826,0.906,4,5.13,3.67,1,1.48,12,51,0,1
C856,Iron Folic Acid,2,0,S6,District Hospital Jaipur,0.827,0.833,6,2.87,1.69,1,1.35,21,57,0,1
C857,Amoxicillin,4,0,S10,PHC Sikar,0.99,0.868,9,0.34,3.04,5,0.73,17,83,0,0
C858,Amoxicillin,4,0,S7,Medical College Kota,0.761,1.0,10,4.63,2.62,0,1.22,20,53,0,1
C859,ORS,3,0,S2,Medical College Kota,0.802,0.781,7,2.17,0.0,3,0.72,6,78,2,0
C860,Anti-snake Venom,5,1,S7,CHC Bikaner,0.899,0.713,10,1.16,3.74,10,1.3,7,75,1,1
C861,Pentavalent Vaccine,5,1,S10,CHC Udaipur,0.639,0.979,9,3.87,0.0,10,1.2,15,74,0,0
C862,Adrenaline Injection,5,0,S7,PHC Sikar,0.837,0.843,7,4.51,1.23,8,0.99,13,86,0,0
C863,Salbutamol,4,0,S8,PHC Alwar,0.99,0.88,9,0.0,0.0,6,0.97,15,95,0,1
C864,Ceftriaxone,4,0,S3,CHC Udaipur,0.745,0.685,4,1.67,0.0,2,0.93,1,100,7,1
C865,Pentavalent Vaccine,5,1,S5,CHC Udaipur,0.717,0.883,9,2.76,2.56,9,1.15,3,76,5,1
C866,Amoxicillin,4,0,S6,District Hospital Jodhpur,0.976,0.992,5,3.19,3.35,7,0.78,21,90,0,1
C867,Oxytocin,5,0,S8,PHC Alwar,0.838,0.758,10,1.49,3.5,4,1.28,13,75,0,1
C868,Rabies Vaccine,5,1,S6,Medical College Kota,0.99,0.666,3,0.24,1.21,10,1.38,21,79,0,0
C869,Oxytocin,5,0,S6,District Hospital Jodhpur,0.649,1.0,2,4.34,2.14,10,0.61,21,72,0,0
C870,Ceftriaxone,4,0,S7,PHC Alwar,0.679,0.683,8,6.11,4.23,6,1.18,14,83,0,1
C871,Amoxicillin,4,0,S4,District Hospital Jodhpur,0.915,0.906,7,5.14,3.7,10,0.66,21,95,0,1
C872,Adrenaline Injection,5,0,S6,Medical College Kota,0.658,0.815,9,0.75,6.15,4,0.53,10,93,0,1
C873,Rabies Vaccine,5,1,S3,Medical College Kota,0.814,0.966,5,0.6,4.66,8,0.87,22,77,0,1
C874,ORS,3,0,S2,CHC Bikaner,0.82,0.721,3,2.32,1.24,1,1.14,15,81,0,0
C875,Rabies Vaccine,5,1,S7,District Hospital Ajmer,0.784,0.909,10,0.75,0.0,3,0.54,20,67,0,0
C876,ORS,3,0,S7,CHC Bikaner,0.763,0.941,8,2.85,3.29,5,1.16,22,61,0,0
C877,Oxytocin,5,0,S5,CHC Bikaner,0.868,0.848,10,2.75,2.09,3,1.17,1,57,7,0
C878,Iron Folic Acid,2,0,S6,CHC Bikaner,0.626,0.829,10,5.42,1.92,4,1.41,15,64,0,0
C879,Iron Folic Acid,2,0,S10,CHC Udaipur,0.745,0.856,6,5.27,1.7,10,1.29,23,56,0,1
C880,Anti-snake Venom,5,1,S8,District Hospital Ajmer,0.698,0.82,5,4.88,2.58,5,1.03,9,62,0,1
C881,Rabies Vaccine,5,1,S1,District Hospital Jaipur,0.791,0.775,9,3.72,0.0,9,0.88,16,88,0,1
C882,Paracetamol Injection,3,0,S7,Medical College Kota,0.766,0.842,6,2.36,0.61,2,1.33,17,65,0,0
C883,Pentavalent Vaccine,5,1,S9,CHC Udaipur,0.734,0.734,10,3.67,0.0,0,1.24,8,50,0,0
C884,ORS,3,0,S7,District Hospital Jaipur,0.765,0.867,8,2.01,0.0,2,1.45,13,73,0,0
C885,Ceftriaxone,4,0,S1,District Hospital Ajmer,0.99,0.71,2,2.73,0.0,7,1.35,7,97,1,1
C886,Salbutamol,4,0,S6,CHC Bikaner,0.845,0.974,2,5.64,1.48,4,0.5,17,95,0,0
C887,Oxytocin,5,0,S9,District Hospital Jodhpur,0.715,0.945,8,1.25,2.07,5,1.88,16,54,0,0
C888,Adrenaline Injection,5,0,S3,CHC Udaipur,0.766,0.948,5,0.68,0.42,1,1.21,3,58,5,1
C889,Salbutamol,4,0,S6,CHC Bikaner,0.666,0.924,6,2.54,3.54,8,1.36,11,50,0,1
C890,Insulin,5,1,S10,CHC Udaipur,0.757,0.959,6,4.54,1.04,5,0.82,3,51,5,1
C891,Anti-snake Venom,5,1,S10,District Hospital Jaipur,0.897,1.0,4,3.23,0.15,3,0.7,19,53,0,0
C892,Salbutamol,4,0,S10,CHC Udaipur,0.867,0.645,10,2.65,1.6,8,1.19,15,56,0,1
C893,Oxytocin,5,0,S4,District Hospital Jodhpur,0.809,0.976,11,6.56,3.71,5,1.09,18,99,0,1
C894,Amoxicillin,4,0,S9,CHC Udaipur,0.95,0.983,6,3.29,0.2,2,1.14,22,83,0,0
C895,Adrenaline Injection,5,0,S9,District Hospital Jodhpur,0.716,0.861,10,1.65,0.45,7,0.79,16,66,0,1
C896,Amoxicillin,4,0,S10,District Hospital Ajmer,0.798,0.813,4,0.0,0.24,3,0.93,6,65,2,0
C897,Ceftriaxone,4,0,S3,PHC Sikar,0.671,0.928,11,1.85,3.39,0,0.98,18,68,0,1
C898,Ceftriaxone,4,0,S8,PHC Alwar,0.589,0.995,5,3.12,0.0,8,0.98,12,72,0,0
C899,Oxytocin,5,0,S7,PHC Sikar,0.98,0.831,10,6.2,1.3,1,0.5,12,97,0,1
C900,Insulin,5,1,S2,PHC Sikar,0.93,0.784,5,1.25,0.0,10,0.81,7,51,1,1
C901,Adrenaline Injection,5,0,S10,Medical College Kota,0.826,0.841,10,0.83,0.0,0,1.25,11,60,0,0
C902,Adrenaline Injection,5,0,S9,Medical College Kota,0.789,0.832,11,4.08,3.62,1,0.88,18,62,0,0
C903,ORS,3,0,S2,PHC Alwar,0.797,0.927,11,1.45,2.28,0,1.42,24,95,0,1
C904,ORS,3,0,S10,Medical College Kota,0.921,0.94,11,5.0,0.0,3,0.76,5,55,3,0
C905,Anti-snake Venom,5,1,S8,District Hospital Jaipur,0.863,0.74,8,3.43,1.13,4,1.15,19,77,0,0
C906,Ceftriaxone,4,0,S10,PHC Sikar,0.627,0.898,3,3.71,1.86,5,0.5,18,64,0,0
C907,Oxytocin,5,0,S7,CHC Udaipur,0.881,0.88,11,2.71,0.8,0,0.5,2,53,6,0
C908,Salbutamol,4,0,S1,CHC Udaipur,0.683,0.85,2,5.31,3.03,5,1.23,12,69,0,1
C909,Rabies Vaccine,5,1,S10,Medical College Kota,0.753,0.824,10,4.62,0.0,4,0.51,8,82,0,0
C910,Insulin,5,1,S5,CHC Bikaner,0.615,0.886,5,0.98,0.0,1,0.83,24,66,0,1
C911,Insulin,5,1,S6,District Hospital Ajmer,0.834,0.65,2,3.12,1.08,2,0.98,15,69,0,0
C912,Ceftriaxone,4,0,S9,PHC Alwar,0.882,0.881,4,2.14,0.0,8,0.5,13,72,0,0
C913,Oxytocin,5,0,S8,PHC Sikar,0.611,1.0,9,4.15,3.05,2,1.2,14,57,0,1
C914,Ceftriaxone,4,0,S4,CHC Udaipur,0.826,0.885,4,2.38,1.8,2,0.92,10,99,0,0
C915,Anti-snake Venom,5,1,S10,District Hospital Jaipur,0.812,0.814,10,3.14,0.7,8,1.57,5,85,3,1
C916,Adrenaline Injection,5,0,S3,District Hospital Ajmer,0.842,0.938,2,3.27,1.53,0,1.33,22,83,0,0
C917,Ceftriaxone,4,0,S10,CHC Udaipur,0.801,0.919,6,3.44,0.96,7,1.43,6,72,2,0
C918,Oxytocin,5,0,S7,District Hospital Jodhpur,0.751,0.84,4,2.19,1.61,1,0.9,19,97,0,0
C919,Oxytocin,5,0,S2,District Hospital Ajmer,0.925,0.877,4,1.38,3.57,5,0.5,19,97,0,0
C920,Iron Folic Acid,2,0,S1,District Hospital Jodhpur,0.87,0.798,11,0.82,0.0,10,1.44,22,65,0,1
C921,Ceftriaxone,4,0,S9,Medical College Kota,0.866,0.994,9,0.8,0.15,9,1.31,12,97,0,0
